Genome Abbreviated ID,Genome full ID,Source dataset,Dataset type,Dataset ID,Genome topology,Genome length,ANI clustering status,ANI cluster,Predicted completeness,List of virophage marker genes,gwAAI group,MCP tree group,Blast-based affiliation,Dataset publication doi (or other comparable reference),Proposal doi (for JGI datasets)
IMG_VR_0924,IMGVR_UViG_3300010885_000205|3300010885|Ga0133913_10130197,IMG_VR v3,Metagenome,3300010885,Linear,6736,Seed,IMG_VR_0924,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0925,IMGVR_UViG_3300010885_000206|3300010885|Ga0133913_10130670,IMG_VR v3,Metagenome,3300010885,Linear,6723,Seed,IMG_VR_0925,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0926,IMGVR_UViG_3300010885_000207|3300010885|Ga0133913_10130833,IMG_VR v3,Metagenome,3300010885,Linear,6719,Seed,IMG_VR_0926,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0927,IMGVR_UViG_3300010885_000209|3300010885|Ga0133913_10131983,IMG_VR v3,Metagenome,3300010885,Linear,6686,Clustered,IMG_VR_1136,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0928,IMGVR_UViG_3300010885_000213|3300010885|Ga0133913_10136777,IMG_VR v3,Metagenome,3300010885,Linear,6559,Seed,IMG_VR_0928,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0929,IMGVR_UViG_3300010885_000216|3300010885|Ga0133913_10140008,IMG_VR v3,Metagenome,3300010885,Linear,6476,Seed,IMG_VR_0929,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0930,IMGVR_UViG_3300010885_000217|3300010885|Ga0133913_10141847,IMG_VR v3,Metagenome,3300010885,Linear,6430,Seed,IMG_VR_0930,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0931,IMGVR_UViG_3300010885_000225|3300010885|Ga0133913_10155988,IMG_VR v3,Metagenome,3300010885,Linear,6105,Clustered,IMG_VR_0474,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0932,IMGVR_UViG_3300010885_000226|3300010885|Ga0133913_10156008,IMG_VR v3,Metagenome,3300010885,Linear,6105,Clustered,IMG_VR_0696,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0933,IMGVR_UViG_3300010885_000227|3300010885|Ga0133913_10160944,IMG_VR v3,Metagenome,3300010885,Linear,6002,Seed,IMG_VR_0933,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0934,IMGVR_UViG_3300010885_000228|3300010885|Ga0133913_10161062,IMG_VR v3,Metagenome,3300010885,Linear,5999,Seed,IMG_VR_0934,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0935,IMGVR_UViG_3300010885_000230|3300010885|Ga0133913_10162736,IMG_VR v3,Metagenome,3300010885,Linear,5965,Seed,IMG_VR_0935,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0936,IMGVR_UViG_3300010885_000231|3300010885|Ga0133913_10162823,IMG_VR v3,Metagenome,3300010885,Linear,5963,Seed,IMG_VR_0936,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0937,IMGVR_UViG_3300010885_000235|3300010885|Ga0133913_10169922,IMG_VR v3,Metagenome,3300010885,Linear,5824,Seed,IMG_VR_0937,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0938,IMGVR_UViG_3300010885_000236|3300010885|Ga0133913_10170796,IMG_VR v3,Metagenome,3300010885,Linear,5808,Clustered,IMG_VR_0705,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0939,IMGVR_UViG_3300010885_000247|3300010885|Ga0133913_10190421,IMG_VR v3,Metagenome,3300010885,Linear,5471,Seed,IMG_VR_0939,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0940,IMGVR_UViG_3300010885_000248|3300010885|Ga0133913_10191974,IMG_VR v3,Metagenome,3300010885,Linear,5448,Seed,IMG_VR_0940,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0941,IMGVR_UViG_3300010885_000249|3300010885|Ga0133913_10192025,IMG_VR v3,Metagenome,3300010885,Linear,5447,Clustered,IMG_VR_0442,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0942,IMGVR_UViG_3300010885_000251|3300010885|Ga0133913_10192930,IMG_VR v3,Metagenome,3300010885,Linear,5433,Seed,IMG_VR_0942,Partial,ATPase MCP Penton,NA,NA,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0943,IMGVR_UViG_3300010885_000257|3300010885|Ga0133913_10201666,IMG_VR v3,Metagenome,3300010885,Linear,5302,Clustered,IMG_VR_1547,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0944,IMGVR_UViG_3300010885_000259|3300010885|Ga0133913_10204927,IMG_VR v3,Metagenome,3300010885,Linear,5256,Clustered,IMG_VR_0444,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0945,IMGVR_UViG_3300010885_000268|3300010885|Ga0133913_10222834,IMG_VR v3,Metagenome,3300010885,Linear,5018,Clustered,IMG_VR_0694,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000587
IMG_VR_0946,IMGVR_UViG_3300010938_000189|3300010938|Ga0137716_10013251,IMG_VR v3,Metagenome,3300010938,Linear,14284,Seed,IMG_VR_0946,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946,
IMG_VR_0947,IMGVR_UViG_3300011186_000028|3300011186|Ga0136553_1001427,IMG_VR v3,Metagenome,3300011186,Linear,7799,Clustered,Organic_Lake_virophage,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.3389/fmicb.2021.674758,10.46936/10.25585/60001034
IMG_VR_0948,IMGVR_UViG_3300011186_000029|3300011186|Ga0136553_1003043,IMG_VR v3,Metagenome,3300011186,Linear,5002,Seed,IMG_VR_0948,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1093/nar/gkaa946 10.3389/fmicb.2021.674758,10.46936/10.25585/60001034
IMG_VR_0949,IMGVR_UViG_3300011188_000100|3300011188|Ga0136587_1000167,IMG_VR v3,Metagenome,3300011188,Linear,17998,Clustered,IMG_VR_0959,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3,10.46936/10.25585/60001034
IMG_VR_0950,IMGVR_UViG_3300011188_000101|3300011188|Ga0136587_1001100,IMG_VR v3,Metagenome,3300011188,Linear,7257,Seed,IMG_VR_0950,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3,10.46936/10.25585/60001034
IMG_VR_0951,IMGVR_UViG_3300012029_000085|3300012029|Ga0136572_1000332,IMG_VR v3,Metagenome,3300012029,Linear,17998,Clustered,IMG_VR_0959,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3,10.46936/10.25585/60001034
IMG_VR_0952,IMGVR_UViG_3300012029_000086|3300012029|Ga0136572_1001782,IMG_VR v3,Metagenome,3300012029,Linear,6119,Clustered,IMG_VR_1378,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3,10.46936/10.25585/60001034
IMG_VR_0953,IMGVR_UViG_3300012031_000435|3300012031|Ga0136561_1000274,IMG_VR v3,Metagenome,3300012031,Linear,17998,Clustered,IMG_VR_0959,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0954,IMGVR_UViG_3300012031_000436|3300012031|Ga0136561_1000658,IMG_VR v3,Metagenome,3300012031,Linear,10934,Seed,IMG_VR_0954,Partial,ATPase MCP Penton,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0955,IMGVR_UViG_3300012032_000051|3300012032|Ga0136554_1003394,IMG_VR v3,Metagenome,3300012032,Linear,6987,Seed,IMG_VR_0955,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1093/nar/gkaa946 10.3389/fmicb.2021.674758,10.46936/10.25585/60001034
IMG_VR_0956,IMGVR_UViG_3300012037_000085|3300012037|Ga0136559_1000405,IMG_VR v3,Metagenome,3300012037,Linear,14838,Clustered,IMG_VR_0959,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.3389/fmicb.2021.674758,10.46936/10.25585/60001034
IMG_VR_0957,IMGVR_UViG_3300012037_000086|3300012037|Ga0136559_1002753,IMG_VR v3,Metagenome,3300012037,Linear,5272,Seed,IMG_VR_0957,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Lavidavirales;Maviroviridae,10.1093/nar/gkaa946 10.3389/fmicb.2021.674758,10.46936/10.25585/60001034
IMG_VR_0958,IMGVR_UViG_3300012128_000020|3300012128|Ga0136582_1000547,IMG_VR v3,Metagenome,3300012128,Linear,10777,Clustered,Organic_Lake_virophage,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0959,IMGVR_UViG_3300012145_000080|3300012145|Ga0136566_1000368,IMG_VR v3,Metagenome,3300012145,Linear,18098,Seed,IMG_VR_0959,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Lavidavirales;Maviroviridae,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0960,IMGVR_UViG_3300012147_000492|3300012147|Ga0136588_1000324,IMG_VR v3,Metagenome,3300012147,Linear,17951,Clustered,IMG_VR_0959,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0961,IMGVR_UViG_3300012147_000493|3300012147|Ga0136588_1000520,IMG_VR v3,Metagenome,3300012147,Linear,13970,Clustered,PE_289,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0962,IMGVR_UViG_3300012147_000494|3300012147|Ga0136588_1000554,IMG_VR v3,Metagenome,3300012147,Linear,13510,Seed,IMG_VR_0962,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0963,IMGVR_UViG_3300012147_000495|3300012147|Ga0136588_1000892,IMG_VR v3,Metagenome,3300012147,Linear,10278,Clustered,IMG_VR_1350,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0964,IMGVR_UViG_3300012147_000497|3300012147|Ga0136588_1001711,IMG_VR v3,Metagenome,3300012147,Linear,6554,Seed,IMG_VR_0964,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0965,IMGVR_UViG_3300012178_000145|3300012178|Ga0136557_1004386,IMG_VR v3,Metagenome,3300012178,Linear,6986,Clustered,IMG_VR_1421,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3,10.46936/10.25585/60001034
IMG_VR_0966,IMGVR_UViG_3300012263_000070|3300012263|Ga0136564_1000263,IMG_VR v3,Metagenome,3300012263,Linear,17998,Clustered,IMG_VR_0959,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3,10.46936/10.25585/60001034
IMG_VR_0967,IMGVR_UViG_3300012269_000096|3300012269|Ga0136560_1001732,IMG_VR v3,Metagenome,3300012269,Linear,11236,Clustered,IMG_VR_0959,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.3389/fmicb.2021.674758,10.46936/10.25585/60001034
IMG_VR_0968,IMGVR_UViG_3300012269_000097|3300012269|Ga0136560_1004865,IMG_VR v3,Metagenome,3300012269,Linear,6007,Clustered,IMG_VR_0972,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.3389/fmicb.2021.674758,10.46936/10.25585/60001034
IMG_VR_0969,IMGVR_UViG_3300012270_000026|3300012270|Ga0136604_1000462,IMG_VR v3,Metagenome,3300012270,Linear,20129,Clustered,IMG_VR_1360,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0970,IMGVR_UViG_3300012270_000137|3300012270|Ga0136604_1001646,IMG_VR v3,Metagenome,3300012270,Linear,9814,Seed,IMG_VR_0970,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001034
IMG_VR_0971,IMGVR_UViG_3300012272_000092|3300012272|Ga0136586_1000146,IMG_VR v3,Metagenome,3300012272,Linear,17998,Clustered,IMG_VR_0959,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3,10.46936/10.25585/60001034
IMG_VR_0972,IMGVR_UViG_3300012272_000093|3300012272|Ga0136586_1000687,IMG_VR v3,Metagenome,3300012272,Linear,8703,Seed,IMG_VR_0972,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Lavidavirales;Maviroviridae,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3,10.46936/10.25585/60001034
IMG_VR_0973,IMGVR_UViG_3300012272_000094|3300012272|Ga0136586_1001875,IMG_VR v3,Metagenome,3300012272,Linear,5222,Seed,IMG_VR_0973,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Lavidavirales;Maviroviridae,10.1093/nar/gkaa946 10.1186/s40168-018-0495-3,10.46936/10.25585/60001034
IMG_VR_0974,IMGVR_UViG_3300012533_000236|3300012533|Ga0138256_10005174,IMG_VR v3,Metagenome,3300012533,Linear,13836,Seed,IMG_VR_0974,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000917
IMG_VR_0975,IMGVR_UViG_3300012533_000237|3300012533|Ga0138256_10011891,IMG_VR v3,Metagenome,3300012533,Linear,9152,Seed,IMG_VR_0975,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000917
IMG_VR_0978,IMGVR_UViG_3300013004_001346|3300013004|Ga0164293_10000722,IMG_VR v3,Metagenome,3300013004,Linear,27069,Seed,IMG_VR_0978,Near-complete,ATPase MCP Penton PRO,Group 001,Aquatic virophages 1,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0979,IMGVR_UViG_3300013005_001187|3300013005|Ga0164292_10015260,IMG_VR v3,Metagenome,3300013005,Linear,6288,Seed,IMG_VR_0979,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1002/lno.11306 10.1093/nar/gkaa946,10.46936/10.25585/60000947
IMG_VR_0980,IMGVR_UViG_3300013006_000502|3300013006|Ga0164294_10001226,IMG_VR v3,Metagenome,3300013006,Linear,23808,Clustered,PE_299,NA,NA,NA,NA,NA,10.1002/lno.11306 10.1093/nar/gkaa946,10.46936/10.25585/60000947
IMG_VR_0981,IMGVR_UViG_3300013014_000507|3300013014|Ga0164295_10000960,IMG_VR v3,Metagenome,3300013014,Linear,23808,Clustered,PE_299,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0982,IMGVR_UViG_3300013093_001511|3300013093|Ga0164296_1001421,IMG_VR v3,Metagenome,3300013093,Linear,25448,Clustered,IMG_VR_0990,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0983,IMGVR_UViG_3300013093_001512|3300013093|Ga0164296_1002074,IMG_VR v3,Metagenome,3300013093,Linear,20317,Seed,IMG_VR_0983,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0984,IMGVR_UViG_3300013093_001513|3300013093|Ga0164296_1003181,IMG_VR v3,Metagenome,3300013093,Linear,15670,Seed,IMG_VR_0984,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0985,IMGVR_UViG_3300013093_001514|3300013093|Ga0164296_1003191,IMG_VR v3,Metagenome,3300013093,Linear,15629,Seed,IMG_VR_0985,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0986,IMGVR_UViG_3300013093_001515|3300013093|Ga0164296_1003974,IMG_VR v3,Metagenome,3300013093,Linear,13657,Clustered,IMG_VR_0992,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0987,IMGVR_UViG_3300013093_001517|3300013093|Ga0164296_1006350,IMG_VR v3,Metagenome,3300013093,Linear,10050,Clustered,IMG_VR_0995,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0988,IMGVR_UViG_3300013093_001519|3300013093|Ga0164296_1009702,IMG_VR v3,Metagenome,3300013093,Linear,7415,Clustered,IMG_VR_1118,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0989,IMGVR_UViG_3300013093_001520|3300013093|Ga0164296_1011130,IMG_VR v3,Metagenome,3300013093,Linear,6692,Clustered,IMG_VR_0997,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0990,IMGVR_UViG_3300013094_001530|3300013094|Ga0164297_10001420,IMG_VR v3,Metagenome,3300013094,DTR,25331,Seed,IMG_VR_0990,Complete,ATPase MCP Penton PRO,Group 001,Aquatic virophages 1,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0991,IMGVR_UViG_3300013094_001531|3300013094|Ga0164297_10002054,IMG_VR v3,Metagenome,3300013094,Linear,20317,Clustered,IMG_VR_0983,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0992,IMGVR_UViG_3300013094_001532|3300013094|Ga0164297_10003112,IMG_VR v3,Metagenome,3300013094,Linear,15710,Seed,IMG_VR_0992,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Dishuiviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0993,IMGVR_UViG_3300013094_001533|3300013094|Ga0164297_10003201,IMG_VR v3,Metagenome,3300013094,Linear,15380,Clustered,IMG_VR_0984,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0994,IMGVR_UViG_3300013094_001534|3300013094|Ga0164297_10003461,IMG_VR v3,Metagenome,3300013094,Linear,14645,Clustered,IMG_VR_1118,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0995,IMGVR_UViG_3300013094_001536|3300013094|Ga0164297_10004528,IMG_VR v3,Metagenome,3300013094,Linear,12367,Seed,IMG_VR_0995,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0996,IMGVR_UViG_3300013094_001537|3300013094|Ga0164297_10004763,IMG_VR v3,Metagenome,3300013094,Linear,11991,Seed,IMG_VR_0996,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0997,IMGVR_UViG_3300013094_001538|3300013094|Ga0164297_10004830,IMG_VR v3,Metagenome,3300013094,Linear,11891,Seed,IMG_VR_0997,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0998,IMGVR_UViG_3300013094_001539|3300013094|Ga0164297_10012038,IMG_VR v3,Metagenome,3300013094,Linear,6250,Clustered,IMG_VR_0985,NA,NA,NA,NA,NA,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000947
IMG_VR_0999,IMGVR_UViG_3300013099_000542|3300013099|Ga0164315_10002992,IMG_VR v3,Metagenome,3300013099,Linear,13034,Seed,IMG_VR_0999,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Omnilimnoviroviridae,10.1038/s41467-018-07418-0 10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000737
IMG_VR_1008,IMGVR_UViG_3300013285_000420|3300013285|Ga0136642_1000288,IMG_VR v3,Metagenome,3300013285,Linear,28710,Seed,IMG_VR_1008,Near-complete,ATPase MCP Penton PRO,Group 005,Large virophages,Maveriviricetes;Priklausovirales;Gulliviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001045
IMG_VR_1009,IMGVR_UViG_3300013286_000383|3300013286|Ga0136641_1000158,IMG_VR v3,Metagenome,3300013286,Linear,28754,Seed,IMG_VR_1009,Near-complete,ATPase MCP Penton PRO,Group 005,Large virophages,Maveriviricetes;Priklausovirales;Gulliviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001045
IMG_VR_1010,IMGVR_UViG_3300013286_000384|3300013286|Ga0136641_1000185,IMG_VR v3,Metagenome,3300013286,Linear,26940,Seed,IMG_VR_1010,Near-complete,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001045
IMG_VR_1011,IMGVR_UViG_3300013286_000386|3300013286|Ga0136641_1001342,IMG_VR v3,Metagenome,3300013286,Linear,10350,Seed,IMG_VR_1011,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Gulliviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001045
IMG_VR_1012,IMGVR_UViG_3300013286_000389|3300013286|Ga0136641_1004585,IMG_VR v3,Metagenome,3300013286,Linear,5161,Seed,IMG_VR_1012,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Priklausovirales;Burtonviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60001045
IMG_VR_1013,IMGVR_UViG_3300013800_000293|3300013800|Ga0119898_1000951,IMG_VR v3,Metagenome,3300013800,Linear,5477,Seed,IMG_VR_1013,Partial,ATPase MCP PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946,
IMG_VR_1014,IMGVR_UViG_3300014050_000611|3300014050|Ga0119952_1000747,IMG_VR v3,Metagenome,3300014050,Linear,20751,Seed,IMG_VR_1014,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,
IMG_VR_1015,IMGVR_UViG_3300014169_000054|3300014169|Ga0181531_10005234,IMG_VR v3,Metagenome,3300014169,Linear,7705,Clustered,IMG_VR_1029,NA,NA,NA,NA,NA,10.1093/nar/gkaa946,10.46936/10.25585/60001027
IMG_VR_1016,IMGVR_UViG_3300014204_002218|3300014204|Ga0172381_10002270,IMG_VR v3,Metagenome,3300014204,DTR,21312,Seed,IMG_VR_1016,Complete,ATPase MCP Penton PRO,Group 002,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000798
IMG_VR_1017,IMGVR_UViG_3300014204_002219|3300014204|Ga0172381_10011684,IMG_VR v3,Metagenome,3300014204,Linear,8336,Seed,IMG_VR_1017,Partial,ATPase MCP Penton PRO,NA,NA,Maveriviricetes;Unclassified,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000798
IMG_VR_1018,IMGVR_UViG_3300014204_002220|3300014204|Ga0172381_10013970,IMG_VR v3,Metagenome,3300014204,Linear,7517,Seed,IMG_VR_1018,Partial,MCP Penton PRO,NA,NA,Maveriviricetes;Mividavirales;Sputniviroviridae,10.1093/nar/gkaa946 10.1186/s40168-019-0768-5,10.46936/10.25585/60000798
